"filename", "language", "Go Module File", "Go", "Markdown", "YAML", "Shell Script", "Makefile", "RISC-V Assembly", "TOML", "Protocol Buffers", "JSON", "Properties", "C", "Docker", "Go Checksum File", "Go Template File", "comment", "blank", "total"
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/internal_logging.go", "Go", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 5, 27
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/config.go", "Go", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 11, 70
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 2, 24
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/global/global.go", "Go", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 6, 43
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/instrument/asyncfloat64/asyncfloat64.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 13, 71
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/instrument/asyncint64/asyncint64.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 13, 71
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/instrument/config.go", "Go", 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 12, 70
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/instrument/instrument.go", "Go", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 4, 31
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/instrument/syncfloat64/syncfloat64.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 57
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/instrument/syncint64/syncint64.go", "Go", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 11, 57
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/internal/global/instruments.go", "Go", 0, 277, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 70, 361
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/internal/global/meter.go", "Go", 0, 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 61, 57, 348
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/internal/global/state.go", "Go", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 11, 69
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/meter.go", "Go", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 9, 61
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/noop.go", "Go", 0, 120, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 42, 182
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/unit/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 2, 21
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/metric/unit/unit.go", "Go", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 4, 26
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/propagation.go", "Go", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 5, 32
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/propagation/baggage.go", "Go", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 11, 59
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/propagation/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 2, 25
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/propagation/propagation.go", "Go", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 26, 154
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/propagation/trace_context.go", "Go", 0, 100, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 27, 160
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/instrumentation/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 2, 25
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/instrumentation/library.go", "Go", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 3, 20
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/instrumentation/scope.go", "Go", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 3, 27
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/internal/env/env.go", "Go", 0, 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 71, 30, 178
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/internal/internal.go", "Go", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 6, 38
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/auto.go", "Go", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 8, 73
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/builtin.go", "Go", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 14, 109
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/config.go", "Go", 0, 104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 32, 200
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/container.go", "Go", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 18, 101
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 2, 29
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/env.go", "Go", 0, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 18, 100
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/os.go", "Go", 0, 55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 20, 98
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/os_release_darwin.go", "Go", 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 18, 103
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/os_release_unix.go", "Go", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 46, 29, 155
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/os_unix.go", "Go", 0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 18, 91
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/os_unsupported.go", "Go", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 4, 35
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/os_windows.go", "Go", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 21, 102
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/process.go", "Go", 0, 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 26, 181
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/resource/resource.go", "Go", 0, 178, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 72, 33, 283
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/batch_span_processor.go", "Go", 0, 302, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 77, 54, 433
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 2, 22
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/event.go", "Go", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 8, 38
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/evictedqueue.go", "Go", 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 45
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/id_generator.go", "Go", 0, 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 12, 78
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/link.go", "Go", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 35
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/provider.go", "Go", 0, 287, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 50, 456
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/sampler_env.go", "Go", 0, 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 16, 109
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/sampling.go", "Go", 0, 185, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 49, 294
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/simple_span_processor.go", "Go", 0, 64, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 16, 129
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/snapshot.go", "Go", 0, 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 24, 145
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/span.go", "Go", 0, 485, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 243, 112, 840
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/span_exporter.go", "Go", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 48
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/span_limits.go", "Go", 0, 28, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 16, 126
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/span_processor.go", "Go", 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 9, 68
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/sdk/trace/tracer.go", "Go", 0, 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 24, 162
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/semconv/internal/http.go", "Go", 0, 251, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 36, 337
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/semconv/v1.12.0/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 2, 21
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/semconv/v1.12.0/exception.go", "Go", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 21
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/semconv/v1.12.0/http.go", "Go", 0, 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 14, 115
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/semconv/v1.12.0/resource.go", "Go", 0, 212, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 789, 42, 1043
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/semconv/v1.12.0/schema.go", "Go", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 3, 21
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/semconv/v1.12.0/trace.go", "Go", 0, 395, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1248, 62, 1705
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace.go", "Go", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 48
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace/config.go", "Go", 0, 194, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 73, 50, 317
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace/context.go", "Go", 0, 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 10, 62
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 64, 2, 67
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace/nonrecording.go", "Go", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 5, 28
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace/noop.go", "Go", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 23, 90
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace/trace.go", "Go", 0, 281, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 197, 73, 551
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/trace/tracestate.go", "Go", 0, 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 31, 213
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/verify_examples.sh", "Shell Script", 0, 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 16, 86
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/version.go", "Go", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 3, 21
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/otel/versions.yaml", "YAML", 0, 0, 0, 44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 2, 59
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/proto/otlp/collector/trace/v1/trace_service.pb.go", "Go", 0, 278, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 54, 36, 368
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/proto/otlp/collector/trace/v1/trace_service.pb.gw.go", "Go", 0, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 28, 168
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/proto/otlp/collector/trace/v1/trace_service_grpc.pb.go", "Go", 0, 70, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 15, 110
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/proto/otlp/common/v1/common.pb.go", "Go", 0, 495, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 56, 77, 628
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/proto/otlp/resource/v1/resource.pb.go", "Go", 0, 147, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 20, 194
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.opentelemetry.io/proto/otlp/trace/v1/trace.pb.go", "Go", 0, 849, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181, 111, 1141
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/.codecov.yml", "YAML", 0, 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 3, 20
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/.travis.yml", "YAML", 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 28
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/CHANGELOG.md", "Markdown", 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 77
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/Makefile", "Makefile", 0, 0, 0, 0, 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 18, 79
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/README.md", "Markdown", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 64
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/bool.go", "Go", 0, 39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 14, 82
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/bool_ext.go", "Go", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 8, 54
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/doc.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 2, 24
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/duration.go", "Go", 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 14, 83
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/duration_ext.go", "Go", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 7, 41
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/error.go", "Go", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 52
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/error_ext.go", "Go", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 7, 40
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/float64.go", "Go", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 13, 77
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/float64_ext.go", "Go", 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 7, 48
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/gen.go", "Go", 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 3, 27
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/int32.go", "Go", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 103
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/int64.go", "Go", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 103
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/nocmp.go", "Go", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 3, 36
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/string.go", "Go", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 9, 55
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/string_ext.go", "Go", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 44
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/uint32.go", "Go", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 103
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/uint64.go", "Go", 0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 18, 103
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/atomic/value.go", "Go", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 5, 32
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/multierr/.codecov.yml", "YAML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 16
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/multierr/.travis.yml", "YAML", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 24
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/multierr/CHANGELOG.md", "Markdown", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 61
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/multierr/Makefile", "Makefile", 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 43
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/multierr/README.md", "Markdown", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 24
"/Users/aaron/myproject/my-demo-project/go-demos/mydemos/sample-controller-manager/vendor/go.uber.org/multierr/error.go", "Go", 0, 181, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 227, 42, 450
